"Município";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"250527 CURRAL DE CIMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,41";"18,31";"0,78"
"250530 CURRAL VELHO";"0";"0";"0";"0";"0";"7,58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,33";"16,67";"1,14"
"250535 DAMIAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,92";"0";"15,28";"0,85"
"250540 DESTERRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,77";"0";"0";"0,03"
"250550 VISTA SERRANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,70";"10,81";"0,40"
"250560 DIAMANTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,70";"4,17";"4,17";"0,37"
"250570 DONA INES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,68";"0";"16,44";"0,56"
"250580 DUAS ESTRADAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,13";"19,15";"0,63"
"250590 EMAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20,00";"0,55"
"250600 ESPERANCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,20";"0";"0,42";"0,03"
"250610 FAGUNDES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,61";"0";"1,10";"0,06"
"250620 FREI MARTINHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,76";"0";"0";"0,12"
"250625 GADO BRAVO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,63";"1,87";"26,17";"1,04"
"250630 GUARABIRA";"0";"0";"0";"0";"0";"1,11";"0";"0";"0";"0";"0";"0";"0";"0";"0,11";"0";"0";"0";"0";"0";"0,12";"0,44";"0";"0,46";"0,48";"0,35";"14,25";"0,63"
"250640 GURINHEM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5,56";"0";"0";"0";"0,45";"0";"0,55";"2,76";"0,32"
"250650 GURJAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39,53";"1,59"
"250660 IBIARA";"0";"0";"0";"0";"0";"14,49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,08";"0";"1,49";"7,46";"1,31"
"250670 IMACULADA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,75";"0,75";"0,04"
"250680 INGA";"0";"0";"0";"0";"0";"0";"0,82";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,40";"1,45";"8,33";"0,42"
"250690 ITABAIANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,62";"0";"0";"0";"0";"0";"0";"11,14";"0,47"
"250700 ITAPORANGA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,27";"0,96";"1,98";"0,57";"0,14"
"250710 ITAPOROROCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,50";"0,38";"27,48";"1,23"
"250720 ITATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,01";"0";"0";"0,71";"0";"7,86";"0,39"
"250730 JACARAU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,97";"0";"20,62";"0,95"
"250740 JERICO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,14";"0,96";"4,81";"0,22"
"250750 JOAO PESSOA";"0";"0";"0";"0";"0,02";"4,18";"0,61";"0,11";"0,01";"0,04";"0,03";"0,05";"0,04";"0,02";"0,22";"0,14";"0,04";"0,06";"0,14";"0,09";"0,04";"0,11";"0,07";"0,29";"0,43";"0,54";"3,27";"0,40"
"250760 JUAREZ TAVORA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,14";"1,85";"0";"0,10"
"250770 JUAZEIRINHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,41";"0,97";"2,92";"0,17"
"250780 JUNCO DO SERIDO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,11";"0,09"
"250790 JURIPIRANGA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,47";"0,02"
"250800 JURU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,72";"0";"0";"0";"0";"0";"0";"0";"0,86";"0";"1,71";"5,45";"3,64";"0,34"
"250820 LAGOA DE DENTRO";"0";"0";"0";"0";"0";"0,51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,76";"26,52";"1,26"
"250830 LAGOA SECA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,25";"0,26";"0,25";"2,70";"0,13"
"250840 LASTRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5,45";"0,32"
"250850 LIVRAMENTO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,03";"0,96";"14,42";"0,57"
"250855 LOGRADOURO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,22";"0";"45,76";"2,64"
"250860 LUCENA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,91";"0,87";"28,82";"1,43"
"250870 MAE D\'AGUA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18,60";"0,58"
"250880 MALTA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,45";"5,80";"0,24"
"250890 MAMANGUAPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,31";"0,42";"0,38";"19,87";"0,88"
"250900 MANAIRA";"0";"0";"0";"0";"0";"3,92";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,04";"4,13";"0";"0,38"
"250905 MARCACAO";"0";"0";"0";"0";"0";"26,79";"0";"75,33";"37,75";"67,97";"92,92";"46,50";"51,81";"93,71";"75,16";"54,19";"50,97";"76,77";"60,00";"91,61";"106,58";"54,38";"57,55";"61,87";"59,01";"63,37";"45,93";"55,81"
"250910 MARI";"0";"0";"0";"0";"0";"1,97";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,38";"0";"0";"14,95";"0,64"
"250915 MARIZOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,35";"0";"0";"0,06"
"250920 MASSARANDUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,18";"0,05"
"250930 MATARACA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,97";"0";"0,60";"1,19";"0,18"
"250933 MATINHAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,41";"0";"0";"0";"0";"0";"0";"0";"1,16";"0";"0,13"
"250937 MATO GROSSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,22";"3,33";"0";"0";"0,22"
"250939 MATUREIA";"0";"0";"0";"0";"0";"3,40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14,42";"1,01"
"250940 MOGEIRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,06";"0,54";"0,54";"0,11"
"250950 MONTADAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,02";"0,06"
"250960 MONTE HOREBE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,08";"2,04";"0,18"
"250970 MONTEIRO";"0";"0";"0";"0";"0";"0";"0,20";"0";"0";"0";"0";"0,18";"0";"0,21";"0,21";"0,21";"0";"0";"0";"0";"0";"0";"0";"0,61";"0,44";"0,61";"33,33";"1,55"
"250980 MULUNGU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,65";"0";"3,17";"0,15"
"250990 NATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,02";"0";"0";"0,03"
"251000 NAZAREZINHO";"0";"0";"0";"0";"0";"13,07";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,73";"0";"0";"0";"0";"0";"0";"0";"1,52";"0";"0,82"
"251010 NOVA FLORESTA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,68";"0";"0,59";"15,29";"0,70"
"251020 NOVA OLINDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,33";"8,00";"0,25"
"251030 NOVA PALMEIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26,19";"0,80"
"251040 OLHO D\'AGUA";"0";"0";"0";"0";"2,94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,81";"0";"0,22"
"251050 OLIVEDOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14,63";"0,55"
"251060 OURO VELHO";"0";"0";"0";"0";"0";"11,48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,57";"2,38";"19,05";"1,79"
"251065 PARARI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9,09";"0,55"
"251070 PASSAGEM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,45";"0";"15,00";"0,78"
"251080 PATOS";"0";"0";"0";"0";"0,44";"0,43";"0,11";"0,06";"0,05";"0";"0";"0";"0";"0";"0,06";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,43";"0,33";"3,12";"0,20"
"251090 PAULISTA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,92";"0,65";"5,16";"0,28"
"251100 PEDRA BRANCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,51";"0,15"
"251110 PEDRA LAVRADA";"0";"0";"0";"0";"0";"0";"3,52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,09";"1,28";"0";"0";"0,29"
"251120 PEDRAS DE FOGO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,39";"0";"6,83";"0,31"
"251130 PIANCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,42";"0";"0";"0,40";"0";"0";"0";"0";"0";"0";"0,67";"2,26";"7,34";"0,36"
"251140 PICUI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,38";"0,76";"0,39";"20,87";"0,70"
"251150 PILAR";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,63";"1,27";"0";"1,56";"0,12"
"251160 PILOES";"0";"0";"0";"0";"3,07";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,20";"0,25"
"251170 PILOEZINHOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17,89";"0,82"
"251180 PIRPIRITUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,77";"11,54";"0,42"
"251190 PITIMBU";"0";"0";"0";"0";"0";"0";"0";"3,41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,78";"0";"0";"20,57";"1,02"
"251200 POCINHOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,36";"0,40";"5,98";"0,25"
"251203 POCO DANTAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,41";"0";"0";"0,08"
"251210 POMBAL";"0";"0";"0";"0";"0";"0";"0";"9,16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,00";"2,05";"1,37";"0,66"
"251220 PRATA";"0";"0";"0";"0";"7,55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28,30";"1,75"
"251230 PRINCESA ISABEL";"0";"0";"0";"0";"0";"6,01";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,60";"1,85";"1,98";"1,19";"0,51"
"251240 PUXINANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,50";"0";"0,48";"0,04"
"251250 QUEIMADAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,14";"0,54";"0,45";"16,96";"0,75"
"251260 QUIXABA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7,41";"0,31"
"251270 REMIGIO";"0";"0";"0";"0";"0";"0,99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,36";"1,07";"1,78";"0,17"
"251272 PEDRO REGIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25,00";"0,64"
"251274 RIACHAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27,66";"1,36"
"251275 RIACHAO DO BACAMARTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,32";"0";"2,94";"0,21"
"251276 RIACHAO DO POCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25,00";"1,50"
"251278 RIACHO DE SANTO ANTONIO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17,07";"1,16"
"251290 RIO TINTO";"0";"0";"0";"0";"0";"5,73";"0";"0,44";"1,60";"2,28";"2,90";"2,19";"7,73";"15,12";"16,36";"18,18";"15,49";"16,84";"16,16";"14,37";"11,39";"6,40";"20,36";"17,14";"14,53";"9,97";"15,38";"7,28"
"251310 SALGADO DE SAO FELIX";"0";"0";"0";"0";"0,44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,76";"0";"0";"0";"0,05"
"251315 SANTA CECILIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18,75";"0,76"
"251320 SANTA CRUZ";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,28";"1,28";"0";"1,59";"0,15"
"251330 SANTA HELENA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,41";"0";"0,05"
"251335 SANTA INES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,08";"0";"0";"0,17"
"251340 SANTA LUZIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,46";"0,56";"0,51";"2,56";"0,14"
"251350 SANTANA DE MANGUEIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,56";"1,64";"4,92";"0,22"
"251360 SANTANA DOS GARROTES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,28";"0";"0";"6,41";"0,23"
"251370 SANTA RITA";"0";"0";"0";"0";"1,17";"12,15";"0,11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,31";"0,12";"1,15";"0,71"
"251380 SANTA TERESINHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,82";"3,64";"0,18"
"251385 SANTO ANDRE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6,45";"0,30"
"251390 SAO BENTO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,22";"0,21";"0";"0";"0";"0";"0,22";"0";"0";"0,22";"0";"0,79";"0,97";"5,56";"0,28"
"251392 SAO BENTINHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,08";"2,04";"0,19"
"251394 SAO DOMINGOS DO CARIRI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,45";"44,83";"2,15"
"251396 SAO DOMINGOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7,69";"0,36"
"251400 SAO JOAO DO CARIRI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,72";"0";"0";"0,07"
"251410 SAO JOAO DO TIGRE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,00";"0";"0";"30,43";"0,93"
"251420 SAO JOSE DA LAGOA TAPADA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,10";"0";"0,03"
"251430 SAO JOSE DE CAIANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12,20";"0,40"
"251440 SAO JOSE DE ESPINHARAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,00";"0";"8,00";"0,30"
"251445 SAO JOSE DOS RAMOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,09";"0";"0";"0,05"
"251450 SAO JOSE DE PIRANHAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,75";"0,76";"0";"0,06"
"251455 SAO JOSE DE PRINCESA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,57";"0,08"
"251460 SAO JOSE DO BONFIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13,46";"0,54"
"251465 SAO JOSE DO BREJO DO CRUZ";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,17";"0";"0,18"
"251470 SAO JOSE DO SABUGI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8,70";"0,33"
"251480 SAO JOSE DOS CORDEIROS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44,19";"1,46"
"251490 SAO MAMEDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,06";"9,57";"0,39"
"251500 SAO MIGUEL DE TAIPU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,09";"0";"8,16";"0,38"
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,63";"0,81";"0,08"
"251520 SAO SEBASTIAO DO UMBUZEIRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,85";"22,22";"1,22"
"251530 SAPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,14";"0,95";"0,53";"11,23";"0,35"
"251540 SAO VICENTE DO SERIDO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13,19";"0,43"
"251550 SERRA BRANCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,62";"0";"0";"0,63";"8,86";"0,40"
"251560 SERRA DA RAIZ";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,86";"17,14";"0,56"
"251570 SERRA GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,26";"14,89";"0,74"
"251580 SERRA REDONDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,27";"2,67";"2,67";"0,18"
"251590 SERRARIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,47";"5,88";"0,20"
"251593 SERTAOZINHO";"0";"0";"0";"0";"0";"45,45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,39";"2,90";"28,99";"3,97"
